signal_date,watch_date,model,stock_code,stock_name,model_score,model_prob,rank_no,signal_close,auction_proxy_open,auction_gap_pct,amount_ma20,broken_rate,red_rate,limit_down_count,pullback,max_board,daily_candidate_status,auction_filter_status,planned_status,planned_position_pct,intraday_trigger,invalidation_rule,exit_protocol,drop_reason
2025-01-03,2025-01-06,relay,600071,凤凰光学,0.9971228470581919,0.36915797097888037,1,22.07,21.49,-2.6280018124150484,228659709.236,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2025-01-08,2025-01-09,relay,600078,澄星股份,0.9931319756337593,0.35998192356920716,1,6.5,6.33,-2.6153846153846194,69535688.5635,0.0,1.0,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct;liquidity_lt_150m
2025-02-11,2025-02-12,relay,600081,东风科技,0.9999999995900549,0.4604883382119313,1,13.03420692,12.71532724,-2.4464831804281384,116819884.00149998,0.0,0.0,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28;auction_gap_lt_-1pct;liquidity_lt_150m
2025-02-18,2025-02-19,relay,600058,五矿发展,0.8933225129569244,0.31870553565132154,1,7.69,7.48,-2.73081924577373,64173086.3625,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct;liquidity_lt_150m
2025-02-19,2025-02-20,relay,600105,永鼎股份,1.0,0.528444434675158,1,5.78437442,5.953044,2.9159519725557637,369156379.1265,0.0,1.0,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-02-24,2025-02-25,relay,600100,同方股份,0.999999985358834,0.44495706894297543,1,9.48,9.53,0.5274261603375408,1176632548.5995,0.0,0.5,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-02-27,2025-02-28,relay,600076,康欣新材,0.9999999999999943,0.5078412028034476,1,2.49,2.74,10.040160642570273,71830702.0105,0.0,1.0,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled;liquidity_lt_150m
2025-02-27,2025-02-28,relay,600094,大名城,0.9999999999995003,0.48791642998817625,2,3.75,3.77,0.5333333333333412,111207959.23099999,0.0,1.0,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2025-03-20,2025-03-21,relay,600063,皖维高新,0.8342355236207811,0.30785066516146126,1,4.6700928,4.59225792,-1.6666666666666718,195257956.72849998,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct
2025-03-25,2025-03-26,relay,600105,永鼎股份,0.8535463181284366,0.3112128266408577,1,7.20318324,7.33216586,1.7906336088154173,855751532.165,0.0,,1.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-04-08,2025-04-09,relay,600094,大名城,0.9997763211880931,0.39148017540052005,1,3.17,3.21,1.2618296529968376,84604557.075,0.0,,1.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2025-04-08,2025-04-09,relay,600108,亚盛集团,0.9937710405383888,0.36110257460040945,2,3.23905725,3.23905725,0.0,160031481.234,0.0,,1.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-04-09,2025-04-10,relay,600094,大名城,1.0,0.6667241592185614,1,3.49,3.33,-4.584527220630374,91408574.631,0.5,0.5,0.0,0.0,2.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct;liquidity_lt_150m
2025-04-22,2025-04-23,relay,600105,永鼎股份,0.9124182087452888,0.3225668802065837,1,6.09194836,6.1514788,0.9771986970684043,928220504.805,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-05-20,2025-05-21,relay,600006,东风股份,0.9738833479287013,0.34319048153992876,1,7.83,7.77,-0.766283524904221,262749131.32,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-05-26,2025-05-27,relay,600105,永鼎股份,0.999084165969824,0.3803935538064359,1,8.29457464,8.2350442,-0.7177033492822948,1470286928.6694999,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-05-29,2025-05-30,relay,600006,东风股份,0.7261641887114854,0.2910989174664192,1,8.92,8.82,-1.1210762331838486,575447967.4195001,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2025-06-09,2025-06-10,relay,600059,古越龙山,0.8363974502587888,0.3083997246033129,1,10.88,10.95,0.6433823529411686,428524846.18850005,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-06-17,2025-06-18,relay,600110,诺德股份,0.9997255664509135,0.3900258798889837,1,3.86,3.93,1.81347150259068,185968826.35,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-06-18,2025-06-19,relay,600110,诺德股份,0.9983159231107774,0.37457035999120675,1,4.25,4.47,5.1764705882352935,241866923.14650002,0.0,1.0,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2025-06-19,2025-06-20,relay,600110,诺德股份,0.9929970334683907,0.35976237274282286,1,4.68,4.95,5.769230769230771,271600249.931,0.0,1.0,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2025-06-23,2025-06-24,relay,600110,诺德股份,0.9999995556019611,0.42712381064767624,1,5.67,5.52,-2.645502645502651,531900996.60599995,0.0,1.0,0.0,0.0,5.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3;auction_gap_lt_-1pct
2025-06-24,2025-06-25,relay,600110,诺德股份,0.999492563469204,0.385531575123352,1,6.24,6.4,2.564102564102577,683403714.6165,0.0,1.0,0.0,0.0,6.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3
2025-06-24,2025-06-25,relay,600095,湘财股份,0.9981232880308416,0.37345785566802586,2,9.09,9.39,3.300330033003318,884489752.1665001,0.0,1.0,0.0,0.0,6.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3
2025-06-25,2025-06-26,relay,600095,湘财股份,0.9999999999999931,0.5073323171298395,1,10.0,10.8,8.000000000000007,1059668289.6529999,0.0,1.0,0.0,0.0,7.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3;auction_gap_gt_4pct
2025-06-25,2025-06-26,relay,600110,诺德股份,0.999999833009083,0.43269738120361556,2,6.86,6.85,-0.1457725947521915,890825048.543,0.0,1.0,0.0,0.0,7.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3
2025-07-11,2025-07-14,relay,600010,包钢股份,1.0,0.5424652098521999,1,2.09,2.2,5.2631578947368585,1062207106.2475001,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2025-07-22,2025-07-23,relay,600089,特变电工,0.9999996610781172,0.4289748650722423,1,14.44,15.0,3.878116343490312,1208633827.0375,0.5,,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2025-07-24,2025-07-25,relay,600010,包钢股份,0.9999999999999961,0.5097325272305293,1,2.52,2.59,2.777777777777768,2880240604.0464997,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-07-30,2025-07-31,relay,600010,包钢股份,0.9999999999999998,0.5218498929295863,1,2.92,2.89,-1.0273972602739656,4263703731.75,0.5,,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct
2025-07-31,2025-08-01,relay,600110,诺德股份,0.9131349785218589,0.3227072524650327,1,6.26,6.26,0.0,1157726447.5085,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
2025-08-15,2025-08-18,relay,600076,康欣新材,1.0,0.5332933619202029,1,2.76,2.88,4.347826086956519,77341418.8185,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;liquidity_lt_150m
2025-08-15,2025-08-18,relay,600021,上海电力,0.9999999999999993,0.5177693555185493,2,11.76,11.95,1.6156462585033893,954671813.1529999,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-08-18,2025-08-19,relay,600021,上海电力,0.9999999999956961,0.47866093655617864,1,12.94,13.43,3.7867078825347678,1117849153.5879998,0.0,0.6666666666666666,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-08-18,2025-08-19,relay,600110,诺德股份,0.9999842903125188,0.4080866069963406,2,7.7,8.3,7.792207792207795,1392962164.025,0.0,0.6666666666666666,0.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct
2025-08-19,2025-08-20,relay,600076,康欣新材,0.999951837262482,0.40166485281643843,1,2.97,3.03,2.020202020202011,113316272.6,0.0,1.0,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,liquidity_lt_150m
2025-08-19,2025-08-20,relay,600110,诺德股份,0.9850972151138462,0.3511164884010808,2,8.47,8.7,2.715466351829976,1540548776.932,0.0,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-08-20,2025-08-21,relay,600104,上汽集团,0.9937506645032536,0.36107281100681426,1,19.8,20.15,1.7676767676767513,1387692686.1775,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
2025-08-25,2025-08-26,relay,600010,包钢股份,1.0,0.5902030232229712,1,2.99,2.99,0.0,4856933667.653501,0.6666666666666666,1.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40
2025-09-02,2025-09-03,relay,600103,青山纸业,0.999921649930735,0.3986741746333305,1,2.76,2.82,2.1739130434782705,262762202.65749997,0.0,1.0,0.0,0.0,2.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-09-05,2025-09-08,relay,600103,青山纸业,0.7989547096729481,0.30232191329023267,1,2.74,3.01,9.85401459854014,377160201.89900005,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled
2025-09-08,2025-09-09,relay,600026,中远海能,0.8366121893115653,0.30844514000718354,1,12.19,12.0,-1.5586546349466768,688821717.0725,0.6666666666666666,1.0,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;auction_gap_lt_-1pct
2025-09-09,2025-09-10,relay,600103,青山纸业,0.9717099500631003,0.34209029641665367,1,3.14,3.3,5.095541401273884,496074617.6545,0.5,0.0,0.0,0.0,1.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,broken_rate_gt_0.40;red_rate_lt_0.28;auction_gap_gt_4pct
2025-09-10,2025-09-11,relay,600103,青山纸业,1.0,0.5656339558636553,1,3.45,3.8,10.144927536231862,538227709.847,0.0,1.0,1.0,0.0,2.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled
2025-09-11,2025-09-12,relay,600071,凤凰光学,1.0,0.5459896351712773,1,23.07,23.08,0.043346337234484444,205245245.49949998,0.0,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-09-11,2025-09-12,relay,600103,青山纸业,1.0,0.537275698526358,2,3.8,4.18,9.999999999999986,575367098.755,0.0,1.0,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled
2025-09-17,2025-09-18,relay,600089,特变电工,0.9999999989322179,0.45676311012697857,1,16.15,16.04,-0.6811145510835837,2249927188.2105,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-09-18,2025-09-19,relay,600056,中国医药,0.9999998145109851,0.43225724246689773,1,12.0291294,11.979216,-0.4149377593361092,337551712.0585,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
2025-09-24,2025-09-25,relay,600103,青山纸业,0.9999830215034334,0.4075589905117307,1,3.92,3.83,-2.2959183673469385,1659852237.488,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2025-09-24,2025-09-25,relay,600060,海信视像,0.8815078242525056,0.31639089619926486,2,24.97,25.5,2.1225470564677718,424955839.93399996,0.0,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-10-09,2025-10-10,relay,600021,上海电力,1.0,0.5565829823123174,1,23.28,23.52,1.0309278350515427,3616213759.8915,0.25,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-10-09,2025-10-10,relay,600089,特变电工,1.0,0.5487423711457736,2,19.58,19.86,1.430030643513791,3402254167.6809998,0.25,,0.0,0.0,1.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-10-13,2025-10-14,relay,600105,永鼎股份,0.9999999999999992,0.51707492859375,1,16.25999382,16.52,1.5990546052987442,2494241631.0575,0.25,1.0,0.0,0.0,3.0,pass,pass,watch_intraday,0.04,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,
2025-10-13,2025-10-14,relay,600078,澄星股份,0.9996721263863755,0.3889531100971768,2,9.02,9.92,9.977827050997789,78952294.5235,0.25,1.0,0.0,0.0,3.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_gt_4pct;limit_up_open_unfilled;liquidity_lt_150m
2025-10-14,2025-10-15,relay,600067,冠城新材,0.9921718477870252,0.3584084857302433,1,3.4,3.63,6.764705882352939,118430178.52950001,0.5,0.6666666666666666,0.0,0.0,4.0,drop,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,max_board_gt_3;broken_rate_gt_0.40;auction_gap_gt_4pct;liquidity_lt_150m
2025-10-17,2025-10-20,relay,600078,澄星股份,0.723721526981719,0.29071934494069523,1,10.26,10.1,-1.5594541910331383,346977152.2355,0.0,,0.0,0.0,1.0,pass,drop,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,auction_gap_lt_-1pct
2025-10-20,2025-10-21,relay,600103,青山纸业,0.7653291159300706,0.2963929798433941,1,3.69,3.7,0.27100271002711285,1618153083.322,0.0,0.0,0.0,0.0,1.0,drop,pass,drop,0.0,wait_for_vwap_reclaim_or_reseal_or_open_price_rebreak,drop_if_first_15m_ret<=-3pct_or_cannot_reclaim_vwap,t2_weak_open_sell_or_t2_close_exit; t3_clear_if_extended,red_rate_lt_0.28
